Date,Month,Year,Revenue,Expenses,Income,Cash_Flow,Quarter,Day_of_Week,Week_of_Year,Cumulative_Cash_Flow
2021-08-25,8,2021,16990.66,12458.76,4531.9,616.01,3,2,34,1870160.360000001
2021-08-26,8,2021,17747.54,12628.66,5118.88,8476.48,3,3,34,1878636.840000001
2021-08-27,8,2021,15829.32,11542.7,4286.61,4.84,3,4,34,1878641.680000001
2021-08-28,8,2021,7224.69,5277.06,1947.63,-4789.63,3,5,34,1873852.0500000012
2021-08-29,8,2021,11397.08,7186.48,4210.6,4642.08,3,6,34,1878494.1300000013
2021-08-30,8,2021,13999.36,9753.7,4245.67,4149.97,3,0,35,1882644.1000000013
2021-08-31,8,2021,15379.1,10564.6,4814.5,1390.33,3,1,35,1884034.4300000013
2021-09-01,9,2021,10609.28,6903.34,3705.94,5912.77,3,2,35,1889947.2000000014
2021-09-02,9,2021,15141.58,11190.25,3951.34,14569.21,3,3,35,1904516.4100000013
2021-09-03,9,2021,12437.01,9405.3,3031.71,4626.94,3,4,35,1909143.3500000013
2021-09-04,9,2021,8543.91,6510.04,2033.87,3027.51,3,5,35,1912170.8600000013
2021-09-05,9,2021,10103.64,7587.0,2516.64,2486.71,3,6,35,1914657.5700000012
2021-09-06,9,2021,13785.75,9526.23,4259.53,2660.65,3,0,36,1917318.2200000011
2021-09-07,9,2021,12002.77,8658.09,3344.68,2476.65,3,1,36,1919794.870000001
2021-09-08,9,2021,12361.52,9371.55,2989.97,3145.45,3,2,36,1922940.320000001
2021-09-09,9,2021,14129.51,10022.41,4107.11,-907.36,3,3,36,1922032.960000001
2021-09-10,9,2021,13591.16,8848.65,4742.51,8499.1,3,4,36,1930532.060000001
2021-09-11,9,2021,6985.23,4897.32,2087.9,-485.49,3,5,36,1930046.570000001
2021-09-12,9,2021,7245.8,4985.34,2260.46,1751.61,3,6,36,1931798.180000001
2021-09-13,9,2021,10300.91,6728.98,3571.93,-3463.34,3,0,37,1928334.840000001
2021-09-14,9,2021,12628.9,8529.52,4099.39,3001.86,3,1,37,1931336.7000000011
2021-09-15,9,2021,11837.05,8073.63,3763.41,2209.89,3,2,37,1933546.590000001
2021-09-16,9,2021,14659.4,10448.49,4210.92,180.45,3,3,37,1933727.040000001
2021-09-17,9,2021,14511.43,11386.79,3124.64,491.85,3,4,37,1934218.890000001
2021-09-18,9,2021,7745.56,5783.59,1961.97,7464.87,3,5,37,1941683.7600000012
2021-09-19,9,2021,6860.7,4806.58,2054.12,3696.02,3,6,37,1945379.7800000012
2021-09-20,9,2021,12063.36,8075.65,3987.71,8679.21,3,0,38,1954058.9900000012
2021-09-21,9,2021,15052.18,10863.64,4188.55,15151.94,3,1,38,1969210.930000001
2021-09-22,9,2021,15074.62,11186.0,3888.62,223.04,3,2,38,1969433.9700000011
2021-09-23,9,2021,12892.03,8833.04,4058.99,793.36,3,3,38,1970227.3300000012
2021-09-24,9,2021,13464.69,9670.51,3794.18,10367.25,3,4,38,1980594.5800000012
2021-09-25,9,2021,8208.41,5756.61,2451.8,5161.11,3,5,38,1985755.6900000013
2021-09-26,9,2021,6636.61,4545.01,2091.6,7715.59,3,6,38,1993471.2800000014
2021-09-27,9,2021,13342.29,9329.64,4012.65,9500.24,3,0,39,2002971.5200000014
2021-09-28,9,2021,12944.63,9573.33,3371.29,1834.37,3,1,39,2004805.8900000015
2021-09-29,9,2021,12717.24,8573.21,4144.03,364.68,3,2,39,2005170.5700000015
2021-09-30,9,2021,12668.62,7362.73,5305.89,3874.8,3,3,39,2009045.3700000015
2021-10-01,10,2021,13571.21,9585.7,3985.51,1123.46,4,4,39,2010168.8300000015
2021-10-02,10,2021,7812.07,4433.7,3378.37,-2609.75,4,5,39,2007559.0800000015
2021-10-03,10,2021,9574.58,7011.07,2563.51,-1957.67,4,6,39,2005601.4100000015
2021-10-04,10,2021,15110.8,11310.58,3800.22,-2836.81,4,0,40,2002764.6000000015
2021-10-05,10,2021,12373.33,9763.51,2609.82,1872.93,4,1,40,2004637.5300000014
2021-10-06,10,2021,14147.51,10250.45,3897.05,6034.08,4,2,40,2010671.6100000015
2021-10-07,10,2021,14273.74,9614.98,4658.76,-1208.08,4,3,40,2009463.5300000014
2021-10-08,10,2021,13629.11,10526.47,3102.64,3925.9,4,4,40,2013389.4300000013
2021-10-09,10,2021,8492.25,5966.32,2525.94,7459.37,4,5,40,2020848.8000000014
2021-10-10,10,2021,8880.33,5979.3,2901.02,9298.25,4,6,40,2030147.0500000014
2021-10-11,10,2021,13028.91,9145.32,3883.59,5478.58,4,0,41,2035625.6300000015
2021-10-12,10,2021,16883.0,11436.57,5446.43,3903.72,4,1,41,2039529.3500000015
2021-10-13,10,2021,14829.29,11589.52,3239.77,2068.25,4,2,41,2041597.6000000015
2021-10-14,10,2021,15633.45,10226.35,5407.1,-1553.4,4,3,41,2040044.2000000016
2021-10-15,10,2021,15172.16,9693.88,5478.28,8424.36,4,4,41,2048468.5600000017
2021-10-16,10,2021,8021.73,5902.44,2119.3,3803.04,4,5,41,2052271.6000000017
2021-10-17,10,2021,9647.2,6904.08,2743.12,6815.89,4,6,41,2059087.4900000016
2021-10-18,10,2021,12826.05,9342.34,3483.71,7865.68,4,0,42,2066953.1700000016
2021-10-19,10,2021,13760.46,9211.72,4548.74,6180.58,4,1,42,2073133.7500000016
2021-10-20,10,2021,12890.95,8811.94,4079.01,2708.73,4,2,42,2075842.4800000016
2021-10-21,10,2021,14477.52,9425.73,5051.79,11969.89,4,3,42,2087812.3700000015
2021-10-22,10,2021,12700.82,8343.24,4357.58,6597.29,4,4,42,2094409.6600000015
2021-10-23,10,2021,7546.68,4520.93,3025.75,1874.34,4,5,42,2096284.0000000016
2021-10-24,10,2021,7236.51,5099.62,2136.9,-306.34,4,6,42,2095977.6600000015
2021-10-25,10,2021,15691.16,11457.78,4233.38,851.59,4,0,43,2096829.2500000016
2021-10-26,10,2021,17449.01,10923.57,6525.45,2770.52,4,1,43,2099599.7700000014
2021-10-27,10,2021,12806.45,9609.4,3197.04,7418.79,4,2,43,2107018.5600000015
2021-10-28,10,2021,17102.12,11972.07,5130.05,4506.13,4,3,43,2111524.6900000013
2021-10-29,10,2021,14450.6,10575.92,3874.68,1613.44,4,4,43,2113138.1300000013
2021-10-30,10,2021,8143.08,5332.35,2810.73,-2740.47,4,5,43,2110397.660000001
2021-10-31,10,2021,9709.82,7190.65,2519.17,-1050.99,4,6,43,2109346.670000001
2021-11-01,11,2021,14143.24,11077.2,3066.03,3512.36,4,0,44,2112859.0300000007
2021-11-02,11,2021,16840.31,12012.88,4827.43,892.02,4,1,44,2113751.0500000007
2021-11-03,11,2021,16343.65,12095.8,4247.85,6906.15,4,2,44,2120657.2000000007
2021-11-04,11,2021,15206.08,10111.55,5094.53,2907.47,4,3,44,2123564.670000001
2021-11-05,11,2021,17605.61,12458.63,5146.98,7817.08,4,4,44,2131381.750000001
2021-11-06,11,2021,9318.82,7078.92,2239.9,5535.39,4,5,44,2136917.140000001
2021-11-07,11,2021,8492.14,6381.62,2110.53,1321.81,4,6,44,2138238.950000001
2021-11-08,11,2021,17609.09,12390.81,5218.28,5874.59,4,0,45,2144113.540000001
2021-11-09,11,2021,15959.04,11313.92,4645.12,-3051.83,4,1,45,2141061.710000001
2021-11-10,11,2021,18201.06,13901.42,4299.65,2585.59,4,2,45,2143647.3000000007
2021-11-11,11,2021,15968.87,11874.61,4094.26,9843.67,4,3,45,2153490.9700000007
2021-11-12,11,2021,15709.97,11833.67,3876.3,-4397.71,4,4,45,2149093.2600000007
2021-11-13,11,2021,11150.69,7513.02,3637.67,822.2,4,5,45,2149915.460000001
2021-11-14,11,2021,11057.16,6946.16,4111.0,7560.33,4,6,45,2157475.790000001
2021-11-15,11,2021,14102.86,12158.85,1944.01,8872.32,4,0,46,2166348.110000001
2021-11-16,11,2021,19995.35,14992.09,5003.25,-1647.44,4,1,46,2164700.670000001
2021-11-17,11,2021,19020.16,13786.64,5233.52,10286.31,4,2,46,2174986.980000001
2021-11-18,11,2021,17997.64,10781.94,7215.69,3573.16,4,3,46,2178560.140000001
2021-11-19,11,2021,16500.52,11172.63,5327.89,15505.98,4,4,46,2194066.120000001
2021-11-20,11,2021,9064.78,6581.61,2483.17,96.9,4,5,46,2194163.020000001
2021-11-21,11,2021,8754.81,6612.97,2141.84,140.33,4,6,46,2194303.350000001
2021-11-22,11,2021,16109.87,10911.38,5198.49,2389.0,4,0,47,2196692.350000001
2021-11-23,11,2021,18143.92,12726.16,5417.76,5918.39,4,1,47,2202610.740000001
2021-11-24,11,2021,17934.52,11030.18,6904.34,13832.46,4,2,47,2216443.200000001
2021-11-25,11,2021,17086.18,12178.55,4907.63,277.61,4,3,47,2216720.810000001
2021-11-26,11,2021,13508.84,10132.86,3375.98,-3636.59,4,4,47,2213084.220000001
2021-11-27,11,2021,9301.61,5687.44,3614.17,7279.21,4,5,47,2220363.430000001
2021-11-28,11,2021,10254.17,6113.75,4140.42,10356.06,4,6,47,2230719.490000001
2021-11-29,11,2021,16186.41,10486.71,5699.7,1397.24,4,0,48,2232116.7300000014
2021-11-30,11,2021,14418.56,10442.64,3975.92,2552.87,4,1,48,2234669.6000000015
2021-12-01,12,2021,16198.05,11174.29,5023.76,356.92,4,2,48,2235026.5200000014
2021-12-02,12,2021,17374.11,11606.57,5767.54,2390.96,4,3,48,2237417.4800000014
2021-12-03,12,2021,15490.98,12115.51,3375.47,-4695.79,4,4,48,2232721.6900000013
2021-12-04,12,2021,10976.78,8642.95,2333.84,9509.72,4,5,48,2242231.4100000015
2021-12-05,12,2021,9241.39,6292.08,2949.3,7308.62,4,6,48,2249540.0300000017
2021-12-06,12,2021,16814.9,11797.31,5017.6,0.87,4,0,49,2249540.900000002
2021-12-07,12,2021,19233.19,14842.77,4390.42,10395.79,4,1,49,2259936.690000002
2021-12-08,12,2021,19396.7,14034.56,5362.15,-1361.85,4,2,49,2258574.8400000017
2021-12-09,12,2021,17417.29,12451.28,4966.01,7323.39,4,3,49,2265898.230000002
2021-12-10,12,2021,15202.61,11385.91,3816.7,-411.4,4,4,49,2265486.830000002
2021-12-11,12,2021,8830.93,6115.45,2715.49,1969.75,4,5,49,2267456.580000002
2021-12-12,12,2021,8771.44,6708.42,2063.01,187.33,4,6,49,2267643.910000002
2021-12-13,12,2021,15181.17,10094.09,5087.08,7515.22,4,0,50,2275159.130000002
2021-12-14,12,2021,16672.53,12142.37,4530.16,1803.75,4,1,50,2276962.880000002
2021-12-15,12,2021,16340.85,12971.01,3369.83,11682.73,4,2,50,2288645.610000002
2021-12-16,12,2021,19857.96,12979.59,6878.36,5624.56,4,3,50,2294270.1700000023
2021-12-17,12,2021,18925.56,13248.56,5677.0,4144.1,4,4,50,2298414.2700000023
2021-12-18,12,2021,10082.3,6284.95,3797.35,9357.11,4,5,50,2307771.380000002
2021-12-19,12,2021,10064.77,7603.16,2461.61,-3450.63,4,6,50,2304320.7500000023
2021-12-20,12,2021,17832.67,10881.55,6951.12,10472.59,4,0,51,2314793.340000002
2021-12-21,12,2021,15991.39,9863.69,6127.7,8707.7,4,1,51,2323501.0400000024
2021-12-22,12,2021,18927.28,14520.53,4406.75,7093.64,4,2,51,2330594.6800000025
2021-12-23,12,2021,14030.93,9582.48,4448.45,9472.43,4,3,51,2340067.1100000027
2021-12-24,12,2021,16719.23,11767.84,4951.39,2112.25,4,4,51,2342179.3600000027
2021-12-25,12,2021,9294.5,6525.83,2768.67,1287.76,4,5,51,2343467.1200000024
2021-12-26,12,2021,10859.17,8122.82,2736.34,10127.59,4,6,51,2353594.7100000023
2021-12-27,12,2021,17956.68,13366.51,4590.17,12091.04,4,0,52,2365685.7500000023
2021-12-28,12,2021,18475.82,12610.27,5865.56,7590.02,4,1,52,2373275.7700000023
2021-12-29,12,2021,15849.09,10767.7,5081.39,4179.98,4,2,52,2377455.7500000023
2021-12-30,12,2021,18752.22,12864.03,5888.19,-2992.92,4,3,52,2374462.8300000024
2021-12-31,12,2021,14990.66,10058.25,4932.41,-2500.29,4,4,52,2371962.5400000024
2022-01-01,1,2022,5961.03,3954.66,2006.37,3049.51,1,5,52,2375012.050000002
2022-01-02,1,2022,7552.39,5056.99,2495.39,3512.76,1,6,52,2378524.810000002
2022-01-03,1,2022,10974.67,8249.15,2725.52,3450.45,1,0,1,2381975.260000002
2022-01-04,1,2022,11666.15,7679.64,3986.51,1432.67,1,1,1,2383407.930000002
2022-01-05,1,2022,11216.58,6697.44,4519.14,-3304.24,1,2,1,2380103.690000002
2022-01-06,1,2022,10979.96,7616.32,3363.65,6119.3,1,3,1,2386222.9900000016
2022-01-07,1,2022,9730.28,5806.5,3923.78,6027.9,1,4,1,2392250.8900000015
2022-01-08,1,2022,6384.36,4478.39,1905.97,-3661.27,1,5,1,2388589.6200000015
2022-01-09,1,2022,6196.55,5078.31,1118.24,-5762.83,1,6,1,2382826.7900000014
2022-01-10,1,2022,11018.95,7319.3,3699.65,6222.67,1,0,2,2389049.4600000014
2022-01-11,1,2022,9974.72,6761.86,3212.86,1939.75,1,1,2,2390989.2100000014
2022-01-12,1,2022,12030.28,8131.97,3898.31,5217.08,1,2,2,2396206.2900000014
2022-01-13,1,2022,11370.8,6906.72,4464.09,3378.73,1,3,2,2399585.0200000014
2022-01-14,1,2022,11468.13,8433.11,3035.01,5804.22,1,4,2,2405389.2400000016
2022-01-15,1,2022,8137.87,5323.04,2814.83,16326.76,1,5,2,2421716.0000000014
2022-01-16,1,2022,5973.55,3812.37,2161.18,5329.15,1,6,2,2427045.1500000013
2022-01-17,1,2022,10832.67,7725.43,3107.24,6152.43,1,0,3,2433197.5800000015
2022-01-18,1,2022,10208.33,7690.3,2518.03,-2374.31,1,1,3,2430823.2700000014
2022-01-19,1,2022,10312.16,7288.15,3024.0,1085.66,1,2,3,2431908.9300000016
2022-01-20,1,2022,9350.57,6902.45,2448.12,3258.99,1,3,3,2435167.920000002
2022-01-21,1,2022,11865.47,8492.45,3373.03,12727.34,1,4,3,2447895.2600000016
2022-01-22,1,2022,6489.18,4413.67,2075.51,8240.92,1,5,3,2456136.1800000016
2022-01-23,1,2022,6703.02,4495.46,2207.57,-3271.45,1,6,3,2452864.7300000014
2022-01-24,1,2022,7946.55,5618.78,2327.77,911.06,1,0,4,2453775.7900000014
2022-01-25,1,2022,10432.07,6610.7,3821.37,6457.64,1,1,4,2460233.4300000016
2022-01-26,1,2022,12002.92,7782.72,4220.2,2895.32,1,2,4,2463128.7500000014
2022-01-27,1,2022,10515.16,7032.08,3483.08,5862.84,1,3,4,2468991.5900000012
2022-01-28,1,2022,8864.34,6493.72,2370.61,3514.57,1,4,4,2472506.160000001
2022-01-29,1,2022,5571.08,4218.99,1352.09,5325.18,1,5,4,2477831.3400000012
2022-01-30,1,2022,5920.99,4072.84,1848.15,-24.39,1,6,4,2477806.950000001
2022-01-31,1,2022,8681.1,6492.5,2188.59,-570.89,1,0,5,2477236.060000001
2022-02-01,2,2022,11613.77,8208.69,3405.08,2264.71,1,1,5,2479500.770000001
2022-02-02,2,2022,11557.26,8065.6,3491.66,-775.37,1,2,5,2478725.400000001
2022-02-03,2,2022,12909.79,9274.87,3634.92,3133.86,1,3,5,2481859.2600000007
2022-02-04,2,2022,10518.33,7344.67,3173.65,2435.31,1,4,5,2484294.5700000008
2022-02-05,2,2022,6392.71,4501.8,1890.91,2424.09,1,5,5,2486718.6600000006
2022-02-06,2,2022,6543.61,4840.25,1703.36,501.81,1,6,5,2487220.4700000007
2022-02-07,2,2022,11179.99,7450.82,3729.17,5578.71,1,0,6,2492799.1800000006
2022-02-08,2,2022,11295.26,8457.71,2837.55,14174.87,1,1,6,2506974.0500000007
2022-02-09,2,2022,12871.67,9430.83,3440.84,-135.47,1,2,6,2506838.5800000005
2022-02-10,2,2022,12187.92,8450.71,3737.21,5863.05,1,3,6,2512701.6300000004
2022-02-11,2,2022,12829.66,10246.67,2582.99,1870.62,1,4,6,2514572.2500000005
2022-02-12,2,2022,6898.3,4859.8,2038.5,4339.4,1,5,6,2518911.6500000004
2022-02-13,2,2022,6903.57,4614.33,2289.25,2009.76,1,6,6,2520921.41
2022-02-14,2,2022,12220.87,9557.16,2663.7,1723.22,1,0,7,2522644.6300000004
2022-02-15,2,2022,10800.16,7461.79,3338.37,6083.13,1,1,7,2528727.7600000002
2022-02-16,2,2022,10557.68,8202.3,2355.38,-2871.37,1,2,7,2525856.39
2022-02-17,2,2022,11080.59,7770.13,3310.46,544.65,1,3,7,2526401.04
2022-02-18,2,2022,11823.38,7209.98,4613.4,7369.77,1,4,7,2533770.81
2022-02-19,2,2022,6869.9,5213.74,1656.16,-19.61,1,5,7,2533751.2
2022-02-20,2,2022,7066.54,4949.6,2116.94,3253.57,1,6,7,2537004.77
2022-02-21,2,2022,9672.96,6200.63,3472.33,6987.02,1,0,8,2543991.79
2022-02-22,2,2022,9356.82,6967.12,2389.7,-2187.96,1,1,8,2541803.83
2022-02-23,2,2022,11662.26,9444.23,2218.03,2573.6,1,2,8,2544377.43
2022-02-24,2,2022,11064.89,8035.44,3029.45,856.3,1,3,8,2545233.73
2022-02-25,2,2022,11031.82,7386.28,3645.54,12345.86,1,4,8,2557579.59
2022-02-26,2,2022,6375.0,4065.25,2309.75,4514.02,1,5,8,2562093.61
2022-02-27,2,2022,8239.87,5879.6,2360.27,-1274.38,1,6,8,2560819.23
2022-02-28,2,2022,10092.0,7015.39,3076.61,3276.7,1,0,9,2564095.93
2022-03-01,3,2022,10290.01,7265.85,3024.16,10292.75,1,1,9,2574388.68
2022-03-02,3,2022,12402.63,9327.09,3075.54,3479.13,1,2,9,2577867.81
2022-03-03,3,2022,11936.44,7444.1,4492.34,-3063.06,1,3,9,2574804.75
2022-03-04,3,2022,13098.26,9458.63,3639.63,634.97,1,4,9,2575439.72
2022-03-05,3,2022,6908.74,4879.74,2029.01,-175.73,1,5,9,2575263.99
2022-03-06,3,2022,6973.95,5127.05,1846.9,1980.55,1,6,9,2577244.54
2022-03-07,3,2022,12070.98,8891.46,3179.52,-1120.48,1,0,10,2576124.06
2022-03-08,3,2022,13175.49,8979.02,4196.47,-614.85,1,1,10,2575509.21
2022-03-09,3,2022,11990.67,8818.28,3172.4,5757.01,1,2,10,2581266.2199999997
2022-03-10,3,2022,12296.79,7508.38,4788.41,5840.07,1,3,10,2587106.2899999996
2022-03-11,3,2022,14300.87,11157.6,3143.27,7968.59,1,4,10,2595074.8799999994
2022-03-12,3,2022,7589.12,4641.88,2947.24,1556.74,1,5,10,2596631.6199999996
2022-03-13,3,2022,7998.55,6510.12,1488.43,-2015.42,1,6,10,2594616.1999999997
2022-03-14,3,2022,12939.72,8188.19,4751.53,11024.5,1,0,11,2605640.6999999997
2022-03-15,3,2022,11327.82,7836.17,3491.65,246.55,1,1,11,2605887.2499999995
2022-03-16,3,2022,12239.79,8524.57,3715.21,3430.57,1,2,11,2609317.8199999994
2022-03-17,3,2022,12928.8,9771.71,3157.09,265.25,1,3,11,2609583.0699999994
2022-03-18,3,2022,12573.42,8676.88,3896.55,5624.21,1,4,11,2615207.2799999993
2022-03-19,3,2022,8088.93,5566.63,2522.3,4491.44,1,5,11,2619698.7199999993
2022-03-20,3,2022,8541.6,5334.32,3207.27,-240.3,1,6,11,2619458.4199999995
2022-03-21,3,2022,14465.68,9827.71,4637.98,3517.03,1,0,12,2622975.4499999993
2022-03-22,3,2022,14044.71,8878.0,5166.71,3216.21,1,1,12,2626191.659999999
2022-03-23,3,2022,14361.67,10730.17,3631.5,4317.52,1,2,12,2630509.1799999992
2022-03-24,3,2022,13598.57,10247.83,3350.73,3559.41,1,3,12,2634068.5899999994
2022-03-25,3,2022,12809.28,9508.9,3300.39,948.67,1,4,12,2635017.2599999993
2022-03-26,3,2022,7995.39,5694.3,2301.08,6298.4,1,5,12,2641315.659999999
2022-03-27,3,2022,8314.5,5753.81,2560.68,16091.61,1,6,12,2657407.269999999
2022-03-28,3,2022,14072.0,10585.88,3486.12,1228.58,1,0,13,2658635.849999999
2022-03-29,3,2022,13549.04,8998.79,4550.25,3639.72,1,1,13,2662275.5699999994
2022-03-30,3,2022,13006.37,10228.78,2777.59,12280.33,1,2,13,2674555.8999999994
2022-03-31,3,2022,15509.89,10387.56,5122.33,1732.47,1,3,13,2676288.3699999996
2022-04-01,4,2022,11039.39,7307.33,3732.06,6120.47,2,4,13,2682408.84
2022-04-02,4,2022,7810.99,5273.37,2537.62,-5571.23,2,5,13,2676837.61
2022-04-03,4,2022,9263.01,6617.83,2645.18,1154.67,2,6,13,2677992.28
2022-04-04,4,2022,15335.9,12153.21,3182.69,5172.47,2,0,14,2683164.75
2022-04-05,4,2022,14877.6,10725.02,4152.57,6263.45,2,1,14,2689428.2
2022-04-06,4,2022,14160.54,10821.35,3339.18,-639.7,2,2,14,2688788.5
2022-04-07,4,2022,13089.63,9657.9,3431.73,371.88,2,3,14,2689160.38
2022-04-08,4,2022,14120.06,9287.36,4832.7,11627.67,2,4,14,2700788.05
2022-04-09,4,2022,8695.76,6269.95,2425.81,3745.58,2,5,14,2704533.63
2022-04-10,4,2022,7766.56,5207.74,2558.82,-2775.56,2,6,14,2701758.07
2022-04-11,4,2022,13113.16,7756.64,5356.51,9771.06,2,0,15,2711529.13
2022-04-12,4,2022,12106.89,7516.2,4590.68,5250.02,2,1,15,2716779.15
2022-04-13,4,2022,14322.05,10519.88,3802.17,2733.72,2,2,15,2719512.87
2022-04-14,4,2022,14124.74,9049.02,5075.72,3812.54,2,3,15,2723325.41
2022-04-15,4,2022,15220.57,12479.73,2740.85,840.74,2,4,15,2724166.1500000004
2022-04-16,4,2022,10471.2,8034.89,2436.31,4641.88,2,5,15,2728808.0300000003
2022-04-17,4,2022,7222.65,5407.1,1815.55,5076.44,2,6,15,2733884.47
2022-04-18,4,2022,13628.03,10282.68,3345.35,6857.61,2,0,16,2740742.08
2022-04-19,4,2022,15439.73,10667.39,4772.34,3217.63,2,1,16,2743959.71
2022-04-20,4,2022,13981.48,8582.99,5398.49,2279.27,2,2,16,2746238.98
2022-04-21,4,2022,11128.98,7523.75,3605.22,2120.77,2,3,16,2748359.75
2022-04-22,4,2022,16966.42,12750.82,4215.6,4946.69,2,4,16,2753306.44
2022-04-23,4,2022,7744.04,5737.87,2006.17,6630.58,2,5,16,2759937.02
2022-04-24,4,2022,8418.12,5986.22,2431.89,4783.08,2,6,16,2764720.1
2022-04-25,4,2022,13924.75,9394.61,4530.14,3196.39,2,0,17,2767916.49
2022-04-26,4,2022,12648.6,8693.32,3955.28,9806.54,2,1,17,2777723.0300000003
2022-04-27,4,2022,12911.23,9853.04,3058.19,1924.98,2,2,17,2779648.0100000002
2022-04-28,4,2022,15046.06,10651.73,4394.33,-130.73,2,3,17,2779517.2800000003
2022-04-29,4,2022,12974.6,9436.29,3538.31,4356.6,2,4,17,2783873.8800000004
2022-04-30,4,2022,6502.5,4688.88,1813.62,-2350.52,2,5,17,2781523.3600000003
2022-05-01,5,2022,10337.95,7433.59,2904.36,-239.89,2,6,17,2781283.47
2022-05-02,5,2022,13656.26,8857.72,4798.53,3404.24,2,0,18,2784687.7100000004
2022-05-03,5,2022,14504.86,10834.89,3669.97,4879.47,2,1,18,2789567.1800000006
2022-05-04,5,2022,13465.2,10956.59,2508.61,-3010.79,2,2,18,2786556.3900000006
2022-05-05,5,2022,17801.29,12094.67,5706.62,813.55,2,3,18,2787369.9400000004
2022-05-06,5,2022,14133.19,9820.57,4312.62,-1302.77,2,4,18,2786067.1700000004
2022-05-07,5,2022,9216.6,6319.03,2897.57,23242.42,2,5,18,2809309.5900000003
2022-05-08,5,2022,9284.29,6313.82,2970.47,2763.49,2,6,18,2812073.0800000005
2022-05-09,5,2022,14203.49,8953.36,5250.13,-1306.43,2,0,19,2810766.6500000004
2022-05-10,5,2022,15233.71,10698.3,4535.41,1652.72,2,1,19,2812419.3700000006
2022-05-11,5,2022,16245.72,11571.89,4673.82,7196.43,2,2,19,2819615.8000000007
2022-05-12,5,2022,14070.89,9642.22,4428.67,1080.58,2,3,19,2820696.380000001
2022-05-13,5,2022,13870.56,8481.02,5389.54,1547.87,2,4,19,2822244.250000001
2022-05-14,5,2022,8596.25,5640.91,2955.34,4302.87,2,5,19,2826547.120000001
2022-05-15,5,2022,9013.57,6377.96,2635.61,2091.04,2,6,19,2828638.160000001
2022-05-16,5,2022,14095.94,9676.7,4419.24,6022.69,2,0,20,2834660.850000001
2022-05-17,5,2022,14876.75,10615.18,4261.57,-6759.55,2,1,20,2827901.300000001
2022-05-18,5,2022,16804.54,12843.2,3961.35,11296.89,2,2,20,2839198.1900000013
2022-05-19,5,2022,14379.67,9999.4,4380.27,1087.73,2,3,20,2840285.9200000013
2022-05-20,5,2022,17733.31,11873.91,5859.4,14387.47,2,4,20,2854673.3900000015
2022-05-21,5,2022,9756.36,7994.54,1761.82,-249.18,2,5,20,2854424.2100000014
2022-05-22,5,2022,9880.15,6971.34,2908.82,4554.08,2,6,20,2858978.2900000014
2022-05-23,5,2022,15238.45,8251.3,6987.15,4724.86,2,0,21,2863703.1500000013
2022-05-24,5,2022,15993.72,10426.4,5567.32,2404.94,2,1,21,2866108.0900000012
2022-05-25,5,2022,15408.5,11214.63,4193.87,3627.09,2,2,21,2869735.180000001
2022-05-26,5,2022,10612.99,7497.36,3115.63,2523.2,2,3,21,2872258.3800000013
2022-05-27,5,2022,15132.23,9967.21,5165.02,2764.84,2,4,21,2875023.220000001
2022-05-28,5,2022,8741.44,6247.93,2493.51,4742.76,2,5,21,2879765.980000001
2022-05-29,5,2022,8385.66,5384.02,3001.65,3338.66,2,6,21,2883104.640000001
2022-05-30,5,2022,13850.1,9606.22,4243.88,-1443.46,2,0,22,2881661.180000001
2022-05-31,5,2022,15445.08,11381.11,4063.98,6741.6,2,1,22,2888402.780000001
2022-06-01,6,2022,10838.31,7143.57,3694.74,3015.18,2,2,22,2891417.9600000014
2022-06-02,6,2022,16336.02,11643.01,4693.01,554.63,2,3,22,2891972.5900000012
2022-06-03,6,2022,16746.09,11760.75,4985.35,6332.87,2,4,22,2898305.4600000014
2022-06-04,6,2022,8294.1,5697.84,2596.26,1511.82,2,5,22,2899817.280000001
2022-06-05,6,2022,10687.39,6834.37,3853.02,5812.03,2,6,22,2905629.310000001
2022-06-06,6,2022,14954.0,10955.55,3998.45,6744.5,2,0,23,2912373.810000001
2022-06-07,6,2022,16340.07,11485.25,4854.82,8243.5,2,1,23,2920617.310000001
2022-06-08,6,2022,15607.72,11602.15,4005.57,10592.68,2,2,23,2931209.990000001
2022-06-09,6,2022,16119.32,10212.8,5906.53,-1824.59,2,3,23,2929385.4000000013
2022-06-10,6,2022,16000.99,11168.23,4832.76,-2589.99,2,4,23,2926795.410000001
2022-06-11,6,2022,8322.09,5881.39,2440.7,-3529.38,2,5,23,2923266.030000001
2022-06-12,6,2022,7854.65,5534.77,2319.88,-2612.1,2,6,23,2920653.930000001
2022-06-13,6,2022,14885.07,10475.89,4409.19,6760.91,2,0,24,2927414.8400000012
2022-06-14,6,2022,18086.0,13140.36,4945.64,12798.05,2,1,24,2940212.890000001
2022-06-15,6,2022,15638.88,11119.78,4519.1,4918.29,2,2,24,2945131.180000001
2022-06-16,6,2022,14632.5,10618.95,4013.55,15583.75,2,3,24,2960714.930000001
2022-06-17,6,2022,15117.35,10896.25,4221.1,8889.52,2,4,24,2969604.450000001
2022-06-18,6,2022,9659.15,5947.78,3711.37,-2065.01,2,5,24,2967539.4400000013
2022-06-19,6,2022,8020.99,5486.53,2534.46,1666.99,2,6,24,2969206.4300000016
2022-06-20,6,2022,17832.41,13568.35,4264.06,5259.93,2,0,25,2974466.3600000017
2022-06-21,6,2022,14747.88,9795.69,4952.19,1382.92,2,1,25,2975849.2800000017
