date,day_of_week,month,year,quarter,revenue,sales,expenditure,profit,profit_margin,cumulative_revenue,cumulative_profit,revenue_growth_rate,profit_growth_rate,rolling_avg_revenue_7d,rolling_avg_revenue_30d
2023-06-23,Friday,June,2023,Q2,75972,88706,44776,31196,41.06,46535289,14122506,-9.967647511939603,-32.978129162548875,63118.28571428572,64049.833333333336
2023-06-24,Saturday,June,2023,Q2,38667,39820,42086,-3419,-8.84,46573956,14119087,-49.10361712209762,-110.95973842800359,62242.857142857145,63442.3
2023-06-25,Sunday,June,2023,Q2,41647,49672,39503,2144,5.15,46615603,14121231,7.706830113533503,-162.70839426732962,61857.57142857143,62516.5
2023-06-26,Monday,June,2023,Q2,79425,74434,37346,42079,52.98,46695028,14163310,90.71001512714001,1862.6399253731342,62908.28571428572,63896.9
2023-06-27,Tuesday,June,2023,Q2,69800,72550,41853,27947,40.04,46764828,14191257,-12.118350645262833,-33.58444829962689,64659.42857142857,64773.333333333336
2023-06-28,Wednesday,June,2023,Q2,61314,65991,42123,19191,31.3,46826142,14210448,-12.157593123209164,-31.330733173506996,64458.28571428572,64693.76666666667
2023-06-29,Thursday,June,2023,Q2,60154,50233,38907,21247,35.32,46886296,14231695,-1.8919007078318173,10.713355218592046,60997.0,64760.4
2023-06-30,Friday,June,2023,Q2,61457,67716,42298,19159,31.17,46947753,14250854,2.166106992053729,-9.827269732197486,58923.42857142857,64583.26666666667
2023-07-01,Saturday,July,2023,Q3,49843,51410,44552,5291,10.62,46997596,14256145,-18.897765917633468,-72.38373610313691,60520.0,63640.9
2023-07-02,Sunday,July,2023,Q3,48803,55836,82870,-34067,-69.81,47046399,14222078,-2.086551772565859,-743.8669438669439,61542.28571428572,62512.63333333333
2023-07-03,Monday,July,2023,Q3,72509,85322,39335,33174,45.75,47118908,14255252,48.57488269163781,-197.37869492470722,60554.28571428572,63423.13333333333
2023-07-04,Tuesday,July,2023,Q3,75706,74159,39640,36066,47.64,47194614,14291318,4.409107834889459,8.717670464821857,61398.0,64534.5
2023-07-05,Wednesday,July,2023,Q3,65492,58029,44778,20714,31.63,47260106,14312032,-13.491665125617525,-42.566406033383245,61994.857142857145,64049.933333333334
2023-07-06,Thursday,July,2023,Q3,68356,58691,40839,27517,40.26,47328462,14339549,4.373053197337073,32.842521965820225,63166.57142857143,63884.433333333334
2023-07-07,Friday,July,2023,Q3,62618,48568,45015,17603,28.11,47391080,14357152,-8.394288723740416,-36.02863684267908,63332.42857142857,63293.9
2023-07-08,Saturday,July,2023,Q3,47923,50670,44757,3166,6.61,47439003,14360318,-23.467692995624255,-82.01442935863206,63058.142857142855,62719.8
2023-07-09,Sunday,July,2023,Q3,34601,31851,42760,-8159,-23.58,47473604,14352159,-27.79876051165411,-357.706885660139,61029.28571428572,61098.86666666667
2023-07-10,Monday,July,2023,Q3,75900,79973,43981,31919,42.05,47549504,14384078,119.35782202826508,-491.21215835273927,61513.71428571428,62349.76666666667
2023-07-11,Tuesday,July,2023,Q3,63863,54176,53860,10003,15.66,47613367,14394081,-15.859025032938078,-68.6612989128732,59821.857142857145,62993.9
2023-07-12,Wednesday,July,2023,Q3,75755,61849,44264,31491,41.57,47689122,14425572,18.62111081533908,214.8155553334,61288.0,62982.566666666666
2023-07-13,Thursday,July,2023,Q3,74681,81005,43550,31131,41.69,47763803,14456703,-1.4177282027588944,-1.143183766790512,62191.57142857143,63313.23333333333
2023-07-14,Friday,July,2023,Q3,74806,59897,39617,35189,47.04,47838609,14491892,0.16737858357547264,13.035238187016152,63932.71428571428,62996.1
2023-07-15,Saturday,July,2023,Q3,41218,35609,41325,-107,-0.26,47879827,14491785,-44.90014169986365,-100.30407229531957,62974.857142857145,61957.7
2023-07-16,Sunday,July,2023,Q3,37979,30060,37372,607,1.6,47917806,14492392,-7.858217283710999,-667.2897196261682,63457.42857142857,60811.5
2023-07-17,Monday,July,2023,Q3,62006,56810,38850,23156,37.34,47979812,14515548,63.2639090023434,3714.827018121911,61472.57142857143,61385.2
2023-07-18,Tuesday,July,2023,Q3,79824,83003,38147,41677,52.21,48059636,14557225,28.735928781085708,79.98358956641907,63752.71428571428,62567.86666666667
2023-07-19,Wednesday,July,2023,Q3,57406,68580,41717,15689,27.33,48117042,14572914,-28.08428542794147,-62.35573577752718,61131.42857142857,62079.066666666666
2023-07-20,Thursday,July,2023,Q3,79858,76140,38026,41832,52.38,48196900,14614746,39.11089433160298,166.6326725731404,61871.0,62822.933333333334
2023-07-21,Friday,July,2023,Q3,64042,56772,41738,22304,34.83,48260942,14637050,-19.80515414861379,-46.68196595907439,60333.28571428572,62866.933333333334
2023-07-22,Saturday,July,2023,Q3,35830,39703,40284,-4454,-12.43,48296772,14632596,-44.05234065144749,-119.96951219512195,59563.57142857143,61248.5
2023-07-23,Sunday,July,2023,Q3,51250,61749,43920,7330,14.3,48348022,14639926,43.03656154060842,-264.57117198024247,61459.42857142857,60424.433333333334
2023-07-24,Monday,July,2023,Q3,70476,71879,37289,33187,47.09,48418498,14673113,37.514146341463416,352.75579809004097,62669.42857142857,61484.73333333333
2023-07-25,Tuesday,July,2023,Q3,81332,94695,38163,43169,53.08,48499830,14716282,15.403825415744365,30.07804260704492,62884.857142857145,62807.566666666666
2023-07-26,Wednesday,July,2023,Q3,67615,58274,41906,25709,38.02,48567445,14741991,-16.86544041705602,-40.44569019435242,64343.28571428572,62413.9
2023-07-27,Thursday,July,2023,Q3,60186,49596,38149,22037,36.61,48627631,14764028,-10.987206980699549,-14.282935936831464,61533.0,62093.433333333334
2023-07-28,Friday,July,2023,Q3,59226,52662,41603,17623,29.76,48686857,14781651,-1.5950553284817093,-20.029949630167444,60845.0,62023.833333333336
2023-07-29,Saturday,July,2023,Q3,49736,42636,38720,11016,22.15,48736593,14792667,-16.023368115354742,-37.4907790955002,62831.57142857143,61676.566666666666
2023-07-30,Sunday,July,2023,Q3,37751,41798,41646,-3895,-10.32,48774344,14788772,-24.097233392311402,-135.35766158315175,60903.142857142855,60886.36666666667
2023-07-31,Monday,July,2023,Q3,63382,64026,39913,23469,37.03,48837726,14812241,67.89489020158406,-702.5417201540437,59889.71428571428,61337.666666666664
2023-08-01,Tuesday,August,2023,Q3,67455,60235,37117,30338,44.98,48905181,14842579,6.42611466978007,29.26839660829179,57907.28571428572,61959.4
2023-08-02,Wednesday,August,2023,Q3,60377,59057,43082,17295,28.65,48965558,14859874,-10.49292120673041,-42.99228690091634,56873.28571428572,61555.0
2023-08-03,Thursday,August,2023,Q3,61684,72073,44271,17413,28.23,49027242,14877287,2.1647316030938946,0.6822781150621626,57087.28571428572,61087.6
2023-08-04,Friday,August,2023,Q3,63769,61650,43916,19853,31.13,49091011,14897140,3.380130990208152,14.012519382070865,57736.28571428572,61030.166666666664
2023-08-05,Saturday,August,2023,Q3,42261,33809,44001,-1740,-4.12,49133272,14895400,-33.727986952908154,-108.76441847579711,56668.42857142857,60160.333333333336
2023-08-06,Sunday,August,2023,Q3,38136,46649,44338,-6202,-16.26,49171408,14889198,-9.760772343295232,256.4367816091954,56723.42857142857,59344.26666666667
2023-08-07,Monday,August,2023,Q3,58464,71585,40984,17480,29.9,49229872,14906678,53.303964757709245,-381.84456626894547,56020.857142857145,59695.63333333333
2023-08-08,Tuesday,August,2023,Q3,80357,83193,40911,39446,49.09,49310229,14946124,37.4469759168035,125.66361556064072,57864.0,61220.833333333336
2023-08-09,Wednesday,August,2023,Q3,77024,72056,39790,37234,48.34,49387253,14983358,-4.147740707094593,-5.607666176545145,60242.142857142855,61258.3
2023-08-10,Thursday,August,2023,Q3,57655,59471,40616,17039,29.55,49444908,15000397,-25.146707519734115,-54.238061986356556,59666.57142857143,61051.36666666667
2023-08-11,Friday,August,2023,Q3,85125,80859,42613,42512,49.94,49530033,15042909,47.64547740872431,149.4982099888491,62717.42857142857,61363.7
2023-08-12,Saturday,August,2023,Q3,45076,46321,41992,3084,6.84,49575109,15045993,-47.04728340675477,-92.74557771923222,63119.57142857143,60376.86666666667
2023-08-13,Sunday,August,2023,Q3,43430,40905,42572,858,1.98,49618539,15046851,-3.6516106131866177,-72.17898832684824,63875.857142857145,59331.0
2023-08-14,Monday,August,2023,Q3,63124,68603,39604,23520,37.26,49681663,15070371,45.34653465346534,2641.2587412587413,64541.57142857143,60061.2
2023-08-15,Tuesday,August,2023,Q3,83226,75169,39991,43235,51.95,49764889,15113606,31.845256954565613,83.82227891156462,64951.42857142857,61569.433333333334
2023-08-16,Wednesday,August,2023,Q3,67679,73159,41447,26232,38.76,49832568,15139838,-18.680460433037748,-39.326934196831274,63616.42857142857,61758.53333333333
2023-08-17,Thursday,August,2023,Q3,66778,68847,42894,23884,35.77,49899346,15163722,-1.3312844456921602,-8.950899664531875,64919.71428571428,61323.666666666664
2023-08-18,Friday,August,2023,Q3,77301,87350,39479,37822,48.93,49976647,15201544,15.758183832998895,58.35705911907554,63802.0,61986.833333333336
2023-08-19,Saturday,August,2023,Q3,41577,33732,40560,1017,2.45,50018224,15202561,-46.21414988163154,-97.31108878430544,63302.142857142855,60710.8
2023-08-20,Sunday,August,2023,Q3,42388,44325,44221,-1833,-4.32,50060612,15200728,1.9505976862207453,-280.23598820058993,63153.28571428572,59989.0
2023-08-21,Monday,August,2023,Q3,76456,86302,44087,32369,42.34,50137068,15233097,80.37180334056808,-1865.9028914348064,65057.857142857145,61343.2
2023-08-22,Tuesday,August,2023,Q3,59697,55253,44703,14994,25.12,50196765,15248091,-21.91979700742911,-53.67790169606723,61696.57142857143,61624.76666666667
2023-08-23,Wednesday,August,2023,Q3,60403,50083,38527,21876,36.22,50257168,15269967,1.1826389935842618,45.898359343737496,60657.142857142855,61289.0
2023-08-24,Thursday,August,2023,Q3,69112,77355,40736,28376,41.06,50326280,15298343,14.418158038508011,29.71292740903273,60990.57142857143,60881.666666666664
2023-08-25,Friday,August,2023,Q3,57814,48203,43423,14391,24.89,50384094,15312734,-16.347378168769534,-49.284606709895684,58206.71428571428,60554.96666666667
2023-08-26,Saturday,August,2023,Q3,40083,41988,43299,-3216,-8.02,50424177,15309518,-30.669042100529285,-122.34730039608088,57993.28571428572,59884.86666666667
2023-08-27,Sunday,August,2023,Q3,43417,44072,41500,1917,4.42,50467594,15311435,8.31774068807225,-159.6082089552239,58140.28571428572,59357.9
2023-08-28,Monday,August,2023,Q3,79773,70144,39214,40559,50.84,50547367,15351994,83.73678513024852,2015.7537819509648,58614.142857142855,60359.13333333333
2023-08-29,Tuesday,August,2023,Q3,65333,78171,38171,27162,41.57,50612700,15379156,-18.101362616424097,-33.03089326659927,59419.28571428572,61278.53333333333
2023-08-30,Wednesday,August,2023,Q3,62215,70121,43361,18854,30.3,50674915,15398010,-4.7724733289455585,-30.586849274722038,59678.142857142855,61239.63333333333
2023-08-31,Thursday,August,2023,Q3,85621,87652,39882,45739,53.42,50760536,15443749,37.621152455195684,142.59573565291186,62036.57142857143,61845.166666666664
2023-09-01,Friday,September,2023,Q3,69304,79649,40527,28777,41.52,50829840,15472526,-19.05724063021922,-37.08432628610158,63678.0,62142.73333333333
2023-09-02,Saturday,September,2023,Q3,33095,27961,43149,-10054,-30.38,50862935,15462472,-52.24662357151102,-134.93762379678216,62679.71428571428,61189.76666666667
2023-09-03,Sunday,September,2023,Q3,33634,40143,41010,-7376,-21.93,50896569,15455096,1.6286448103943085,-26.63616471056296,61282.142857142855,60185.26666666667
2023-09-04,Monday,September,2023,Q3,75295,91711,44996,30299,40.24,50971864,15485395,123.86573110542902,-510.7781995661605,60642.42857142857,61286.4
2023-09-05,Tuesday,September,2023,Q3,70942,81587,37774,33168,46.75,51042806,15518563,-5.781260375854968,9.46895937159642,61443.71428571428,62379.933333333334
2023-09-06,Wednesday,September,2023,Q3,69628,56155,41912,27716,39.81,51112434,15546279,-1.8522173042767376,-16.437530149541722,62502.71428571428,62752.066666666666
2023-09-07,Thursday,September,2023,Q3,60485,61177,41166,19319,31.94,51172919,15565598,-13.131211581547653,-30.29657959301486,58911.857142857145,62089.666666666664
2023-09-08,Friday,September,2023,Q3,57088,49241,42400,14688,25.73,51230007,15580286,-5.616268496321397,-23.971220042445264,57166.71428571428,61425.13333333333
2023-09-09,Saturday,September,2023,Q3,37353,37594,41044,-3691,-9.88,51267360,15576595,-34.56943665919282,-125.12935729847494,57775.0,60748.4
2023-09-10,Sunday,September,2023,Q3,37401,40337,72621,-35220,-94.17,51304761,15541375,0.12850373463979547,854.2129504199403,58313.142857142855,59157.6
2023-09-11,Monday,September,2023,Q3,77415,85335,42816,34599,44.69,51382176,15575974,106.98644421272157,-198.23679727427597,58616.0,60235.566666666666
2023-09-12,Tuesday,September,2023,Q3,72895,68771,44802,28093,38.54,51455071,15604067,-5.838661758057229,-18.804011676638055,58895.0,61217.73333333333
2023-09-13,Wednesday,September,2023,Q3,55628,55185,38556,17072,30.69,51510699,15621139,-23.687495713011863,-39.23041327020967,56895.0,60967.86666666667
2023-09-14,Thursday,September,2023,Q3,77652,67127,43047,34605,44.56,51588351,15655744,39.59157258934349,102.70032802249295,59347.42857142857,60782.066666666666
2023-09-15,Friday,September,2023,Q3,75774,73591,42671,33103,43.69,51664125,15688847,-2.418482460207083,-4.3404132350816305,62016.857142857145,61051.9
2023-09-16,Saturday,September,2023,Q3,34101,32663,37200,-3099,-9.09,51698226,15685748,-54.99643677250772,-109.36168927287557,61552.28571428572,59962.666666666664
2023-09-17,Sunday,September,2023,Q3,35941,36658,64288,-28347,-78.87,51734167,15657401,5.395736195419487,814.7144240077445,61343.71428571428,58584.0
2023-09-18,Monday,September,2023,Q3,68654,69683,42308,26346,38.38,51802821,15683747,91.01861383934782,-192.9410519631707,60092.142857142855,59486.566666666666
2023-09-19,Tuesday,September,2023,Q3,75576,76182,43118,32458,42.95,51878397,15716205,10.082442392285952,23.19896758521218,60475.142857142855,60592.833333333336
2023-09-20,Wednesday,September,2023,Q3,67571,63710,40426,27145,40.17,51945968,15743350,-10.591986874139936,-16.368845893154226,62181.28571428572,60296.666666666664
2023-09-21,Thursday,September,2023,Q3,77330,86069,69866,7464,9.65,52023298,15750814,14.442586316615124,-72.50322342972923,62135.28571428572,60884.433333333334
2023-09-22,Friday,September,2023,Q3,53521,51539,37964,15557,29.07,52076819,15766371,-30.78882710461658,108.42711682743835,58956.28571428572,60655.03333333333
2023-09-23,Saturday,September,2023,Q3,37744,43332,39228,-1484,-3.93,52114563,15764887,-29.47814876403655,-109.53911422510767,59476.71428571428,59609.433333333334
2023-09-24,Sunday,September,2023,Q3,39216,42020,37629,1587,4.05,52153779,15766474,3.8999576091564236,-206.94070080862534,59944.57142857143,58989.5
2023-09-25,Monday,September,2023,Q3,74683,86008,39320,35363,47.35,52228462,15801837,90.44012647898816,2128.292375551355,60805.857142857145,60142.833333333336
2023-09-26,Tuesday,September,2023,Q3,54491,58053,36960,17531,32.17,52282953,15819368,-27.036942811617102,-50.42558606453073,57793.71428571428,60511.96666666667
2023-09-27,Wednesday,September,2023,Q3,64607,62964,37693,26914,41.66,52347560,15846282,18.56453359270338,53.522331869260164,57370.28571428572,60006.433333333334
2023-09-28,Thursday,September,2023,Q3,56898,66682,43664,13234,23.26,52404458,15859516,-11.932143575773523,-50.82856505907706,54451.42857142857,59725.26666666667
2023-09-29,Friday,September,2023,Q3,66328,70305,40626,25702,38.75,52470786,15885218,16.573517522584268,94.21187849478616,56281.0,59862.36666666667
2023-09-30,Saturday,September,2023,Q3,45605,44379,39824,5781,12.68,52516391,15890999,-31.24321553491738,-77.50758695821337,57404.0,58528.5
2023-10-01,Sunday,October,2023,Q4,40523,44088,42669,-2146,-5.3,52556914,15888853,-11.143514965464318,-137.12160525860577,57590.71428571428,57569.13333333333
2023-10-02,Monday,October,2023,Q4,57781,63666,38710,19071,33.01,52614695,15907924,42.58815981047801,-988.676607642125,55176.142857142855,58392.0
2023-10-03,Tuesday,October,2023,Q4,54043,59820,37491,16552,30.63,52668738,15924476,-6.46925459926273,-13.208536521419955,55112.142857142855,59072.3
2023-10-04,Wednesday,October,2023,Q4,53105,46086,41060,12045,22.68,52721843,15936521,-1.7356549414355271,-27.22933784436926,53469.0,58332.63333333333
2023-10-05,Thursday,October,2023,Q4,58578,49226,43034,15544,26.54,52780421,15952065,10.305997552019575,29.049398090493984,53709.0,57920.5
2023-10-06,Friday,October,2023,Q4,57340,64443,39734,17606,30.7,52837761,15969671,-2.1134214210112967,13.265568708183228,52425.0,57510.9
2023-10-07,Saturday,October,2023,Q4,45892,53306,38169,7723,16.83,52883653,15977394,-19.965120334844787,-56.134272407133935,52466.0,57024.46666666667
2023-10-08,Sunday,October,2023,Q4,34972,34513,65810,-30838,-88.18,52918625,15946556,-23.79499694935937,-499.3007898485045,51673.0,56287.26666666667
2023-10-09,Monday,October,2023,Q4,77070,68652,36890,40180,52.13,52995695,15986736,120.37630104083266,-230.29379337181402,54428.57142857143,57611.166666666664
2023-10-10,Tuesday,October,2023,Q4,75932,86382,42572,33360,43.93,53071627,16020096,-1.4765797327105257,-16.973618715778994,57555.57142857143,58895.53333333333
2023-10-11,Wednesday,October,2023,Q4,54790,65116,40328,14462,26.4,53126417,16034558,-27.843333508929046,-56.64868105515588,57796.28571428572,58141.36666666667
2023-10-12,Thursday,October,2023,Q4,71796,66235,41111,30685,42.74,53198213,16065243,31.03851067713086,112.1767390402434,59684.57142857143,58104.73333333333
2023-10-13,Friday,October,2023,Q4,59495,62075,40898,18597,31.26,53257708,16083840,-17.133266477241072,-39.39384063874858,59992.42857142857,58233.63333333333
2023-10-14,Saturday,October,2023,Q4,42684,47442,38704,3980,9.32,53300392,16087820,-28.25615597949408,-78.59869871484648,59534.142857142855,57068.03333333333
2023-10-15,Sunday,October,2023,Q4,37876,44989,43426,-5550,-14.65,53338268,16082270,-11.264173929341204,-239.44723618090453,59949.0,55804.76666666667
2023-10-16,Monday,October,2023,Q4,52332,56940,40101,12231,23.37,53390600,16094501,38.16664906537122,-320.3783783783784,56415.0,56412.46666666667
2023-10-17,Tuesday,October,2023,Q4,55099,53810,44861,10238,18.58,53445699,16104739,5.28739585721929,-16.294661107023135,53438.857142857145,57051.066666666666
2023-10-18,Wednesday,October,2023,Q4,56386,51707,38495,17891,31.73,53502085,16122630,2.33579556797765,74.75092791560851,53666.857142857145,56642.13333333333
2023-10-19,Thursday,October,2023,Q4,58054,56300,43118,14936,25.73,53560139,16137566,2.9581811087858734,-16.516684366441226,51703.71428571428,56058.066666666666
2023-10-20,Friday,October,2023,Q4,71663,83849,39771,31892,44.5,53631802,16169458,23.441967823061294,113.52437064809857,53442.0,56194.46666666667
2023-10-21,Saturday,October,2023,Q4,46605,45166,40578,6027,12.93,53678407,16175485,-34.9664401434492,-81.10184372256364,54002.142857142855,55170.3
2023-10-22,Sunday,October,2023,Q4,34800,39032,42897,-8097,-23.27,53713207,16167388,-25.32990022529772,-234.34544549527126,53562.71428571428,54546.26666666667
2023-10-23,Monday,October,2023,Q4,52695,46411,39532,13163,24.98,53765902,16180551,51.42241379310344,-262.5663826108435,53614.57142857143,55044.63333333333
2023-10-24,Tuesday,October,2023,Q4,71764,76540,40886,30878,43.03,53837666,16211429,36.18749406964608,134.58178226847983,55995.28571428572,56129.566666666666
2023-10-25,Wednesday,October,2023,Q4,64945,65345,43484,21461,33.04,53902611,16232890,-9.501978707987291,-30.497441544141456,57218.0,55804.96666666667
2023-10-26,Thursday,October,2023,Q4,71863,89236,37830,34033,47.36,53974474,16266923,10.652090230194776,58.58068123572993,59190.71428571428,56384.03333333333
2023-10-27,Friday,October,2023,Q4,63506,50047,42255,21251,33.46,54037980,16288174,-11.62907198419214,-37.55766461963388,58025.42857142857,56347.333333333336
2023-10-28,Saturday,October,2023,Q4,33760,32208,40041,-6281,-18.6,54071740,16281893,-46.83966869272195,-129.55625617617994,56190.42857142857,55576.066666666666
2023-10-29,Sunday,October,2023,Q4,38852,39844,40702,-1850,-4.76,54110592,16280043,15.0829383886256,-70.54609138672186,56769.28571428572,54660.2
2023-10-30,Monday,October,2023,Q4,53449,48830,39949,13500,25.26,54164041,16293543,37.57078142695356,-829.7297297297298,56877.0,54921.666666666664
2023-10-31,Tuesday,October,2023,Q4,59395,49418,37904,21491,36.18,54223436,16315034,11.124623472843265,59.1925925925926,55110.0,55550.73333333333
2023-11-01,Wednesday,November,2023,Q4,87338,97811,39971,47367,54.23,54310774,16362401,47.04604764710834,120.40389000046532,58309.0,56535.96666666667
2023-11-02,Thursday,November,2023,Q4,81523,65343,38776,42747,52.44,54392297,16405148,-6.658041173372419,-9.753625942111599,59689.0,57451.96666666667
2023-11-03,Friday,November,2023,Q4,90854,100242,38245,52609,57.9,54483151,16457757,11.445849637525596,23.070624839169994,63595.857142857145,58710.26666666667
2023-11-04,Saturday,November,2023,Q4,53899,52304,40304,13595,25.22,54537050,16471352,-40.67514914037908,-74.15841395958867,66472.85714285714,58554.3
2023-11-05,Sunday,November,2023,Q4,41010,38267,39495,1515,3.69,54578060,16472867,-23.913245143694684,-88.85619713129827,66781.14285714286,58009.96666666667
2023-11-06,Monday,November,2023,Q4,90951,80225,43500,47451,52.17,54669011,16520318,121.77761521580103,3032.0792079207918,72138.57142857143,59511.933333333334
2023-11-07,Tuesday,November,2023,Q4,77723,89563,42059,35664,45.89,54746734,16555982,-14.544095172125648,-24.840361636214205,74756.85714285714,60936.96666666667
2023-11-08,Wednesday,November,2023,Q4,96341,83318,39290,57051,59.22,54843075,16613033,23.954299242180554,59.96803499327052,76043.0,61579.333333333336
2023-11-09,Thursday,November,2023,Q4,88710,107244,41590,47120,53.12,54931785,16660153,-7.920822910287417,-17.40723212564197,77069.71428571429,62005.26666666667
2023-11-10,Friday,November,2023,Q4,86745,87182,39699,47046,54.23,55018530,16707199,-2.215082854244166,-0.15704584040746594,76482.71428571429,63070.433333333334
2023-11-11,Saturday,November,2023,Q4,50794,47492,39421,11373,22.39,55069324,16718572,-41.44446365784772,-75.82578752710114,76039.14285714286,62370.36666666667
2023-11-12,Sunday,November,2023,Q4,51011,54770,44069,6942,13.61,55120335,16725514,0.4272158128912906,-38.96069638617779,77467.85714285714,62087.566666666666
2023-11-13,Monday,November,2023,Q4,73905,75069,43602,30303,41.0,55194240,16755817,44.880515967144355,336.51685393258424,75032.71428571429,63128.26666666667
2023-11-14,Tuesday,November,2023,Q4,89161,103712,44281,44880,50.34,55283401,16800697,20.642717001556043,48.104148104148116,76666.71428571429,64837.76666666667
2023-11-15,Wednesday,November,2023,Q4,69624,61057,38823,30801,44.24,55353025,16831498,-21.912046746896063,-31.370320855614974,72850.0,65414.166666666664
2023-11-16,Thursday,November,2023,Q4,96131,96018,44317,51814,53.9,55449156,16883312,38.07164196254165,68.22181098016299,73910.14285714286,66781.9
2023-11-17,Friday,November,2023,Q4,76622,67716,42480,34142,44.56,55525778,16917454,-20.29418189761888,-34.106612112556455,72464.0,67456.43333333333
2023-11-18,Saturday,November,2023,Q4,43601,36414,39398,4203,9.64,55569379,16921657,-43.095977656547724,-87.68964911253002,71436.42857142857,66974.66666666667
2023-11-19,Sunday,November,2023,Q4,49118,55386,39088,10030,20.42,55618497,16931687,12.65337950964427,138.63906733285748,71166.0,66223.16666666667
2023-11-20,Monday,November,2023,Q4,76988,79682,37200,39788,51.68,55695485,16971475,56.74090964615823,296.6899302093719,71606.42857142857,67235.93333333333
2023-11-21,Tuesday,November,2023,Q4,69470,78990,39295,30175,43.44,55764955,17001650,-9.765158206473734,-24.160550919875334,68793.42857142857,68391.6
2023-11-22,Wednesday,November,2023,Q4,97910,108669,40105,57805,59.04,55862865,17059455,40.93853461926011,91.56586578293289,72834.28571428571,69898.76666666666
2023-11-23,Thursday,November,2023,Q4,75578,77725,37843,37735,49.93,55938443,17097190,-22.80870186906343,-34.720179915232244,69898.14285714286,70025.9
2023-11-24,Friday,November,2023,Q4,93798,94712,37594,56204,59.92,56032241,17153394,24.107544523538603,48.94395123890287,72351.85714285714,70987.66666666667
2023-11-25,Saturday,November,2023,Q4,46915,54412,43454,3461,7.38,56079156,17156855,-49.98294206699503,-93.84207529713187,72825.28571428571,70156.06666666667
2023-11-26,Sunday,November,2023,Q4,44981,36822,39103,5878,13.07,56124137,17162733,-4.122348928913988,69.83530771453337,72234.28571428571,69538.56666666667
2023-11-27,Monday,November,2023,Q4,69490,71826,37780,31710,45.63,56193627,17194443,54.487450256775084,439.4692072133378,71163.14285714286,70729.56666666667
2023-11-28,Tuesday,November,2023,Q4,75926,71142,38041,37885,49.9,56269553,17232328,9.26176428263059,19.473352254809217,72085.42857142857,71965.36666666667
2023-11-29,Wednesday,November,2023,Q4,78016,85898,37140,40876,52.39,56347569,17273204,2.752680241287564,7.894945228982442,69243.42857142857,72784.26666666666
2023-11-30,Thursday,November,2023,Q4,69447,82434,38926,30521,43.95,56417016,17303725,-10.983644380639868,-25.332713572756628,68367.57142857143,73119.33333333333
2023-12-01,Friday,December,2023,Q4,91280,107963,41235,50045,54.83,56508296,17353770,31.438363068239084,63.96907047606566,68007.85714285714,73250.73333333334
2023-12-02,Saturday,December,2023,Q4,40719,50285,44372,-3653,-8.97,56549015,17350117,-55.39110429447853,-107.29943051253872,67122.71428571429,71890.6
2023-12-03,Sunday,December,2023,Q4,55905,53221,38167,17738,31.73,56604920,17367855,37.294629042952934,-585.5735012318643,68683.28571428571,70725.63333333333
2023-12-04,Monday,December,2023,Q4,95053,103453,39099,55954,58.87,56699973,17423809,70.0259368571684,215.44706280302174,72335.14285714286,72097.43333333333
2023-12-05,Tuesday,December,2023,Q4,84219,96133,39579,44640,53.0,56784192,17468449,-11.397851724827202,-20.220180862851635,73519.85714285714,73537.73333333334
2023-12-06,Wednesday,December,2023,Q4,70993,59881,37398,33595,47.32,56855185,17502044,-15.704294755340243,-24.74238351254481,72516.57142857143,72872.46666666666
2023-12-07,Thursday,December,2023,Q4,86113,81710,43095,43018,49.96,56941298,17545062,21.297874438324914,28.048816788212537,74897.42857142857,73152.13333333333
2023-12-08,Friday,December,2023,Q4,82587,82912,38493,44094,53.39,57023885,17589156,-4.094619859951454,2.5012785345669197,73655.57142857143,72693.66666666667
2023-12-09,Saturday,December,2023,Q4,42807,39342,43141,-334,-0.78,57066692,17588822,-48.16738711903811,-100.75747267201886,73953.85714285714,71163.56666666667
2023-12-10,Sunday,December,2023,Q4,52606,52947,40552,12054,22.91,57119298,17600876,22.891115938981944,-3708.982035928144,73482.57142857143,70025.6
2023-12-11,Monday,December,2023,Q4,73463,74882,39162,34301,46.69,57192761,17635177,39.64756871839714,184.56114152978262,70398.28571428571,70781.23333333334
2023-12-12,Tuesday,December,2023,Q4,80900,79504,41526,39374,48.67,57273661,17674551,10.123463512244268,14.789656278242624,69924.14285714286,71777.53333333334
2023-12-13,Wednesday,December,2023,Q4,86478,87901,37583,48895,56.54,57360139,17723446,6.894932014833133,24.180931579214704,72136.28571428571,72196.63333333333
2023-12-14,Thursday,December,2023,Q4,96391,79964,41772,54619,56.66,57456530,17778065,11.463031059922745,11.706718478372014,73604.57142857143,72437.63333333333
2023-12-15,Friday,December,2023,Q4,73350,71663,41161,32189,43.88,57529880,17810254,-23.903683953896117,-41.06629561141727,72285.0,72561.83333333333
2023-12-16,Saturday,December,2023,Q4,57336,55625,38518,18818,32.82,57587216,17829072,-21.832310838445814,-41.53903507409363,74360.57142857143,71268.66666666667
2023-12-17,Sunday,December,2023,Q4,45958,49893,40387,5571,12.12,57633174,17834643,-19.844425840658573,-70.39536613880327,73410.85714285714,70246.53333333334
2023-12-18,Monday,December,2023,Q4,95454,100876,38332,57122,59.84,57728628,17891765,107.69833326080334,925.3455394004668,76552.42857142857,71974.96666666666
2023-12-19,Tuesday,December,2023,Q4,100593,89508,38888,61705,61.34,57829221,17953470,5.383745049971722,8.02317846013796,79365.71428571429,73690.8
